province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,doy,et0_penman_monteith,et0_hargreaves
Chau Doc,32,24,19,NNE,0.0,64,9,1010,2017-10-30,303,33.716932829833205,4.069328170494396
Chau Doc,33,26,13,NE,0.0,59,9,1010,2018-10-30,303,28.365644357791865,3.931175243091543
Chau Doc,32,26,13,NNW,1.8,72,24,1008,2019-10-30,303,20.00946495703503,3.601087894516197
Chau Doc,33,25,5,SSW,0.4,73,52,1010,2020-10-30,304,10.303749931326262,4.146685758113954
Chau Doc,33,24,7,SE,0.1,80,5,1010,2009-10-31,304,10.544495760161894,4.351234851290327
Chau Doc,25,20,15,SE,13.8,95,70,1010,2010-10-31,304,5.561661185410915,2.8229314155228207
Chau Doc,32,24,8,ENE,5.1,77,17,1008,2011-10-31,304,12.51873030308285,4.058081361573057
Chau Doc,32,26,8,E,12.4,81,35,1009,2012-10-31,305,10.405135263698625,3.5812245689281355
Chau Doc,33,25,3,SE,5.0,77,39,1011,2013-10-31,304,6.908595528014771,4.146685758113954
Chau Doc,33,26,4,SE,15.2,80,34,1008,2014-10-31,304,7.24995291129113,3.9203102612215806
Chau Doc,33,27,7,ENE,0.5,70,29,1012,2015-10-31,304,13.510936085170243,3.6678688663292234
Chau Doc,31,24,6,E,2.0,82,60,1011,2016-10-31,305,8.572502571535233,3.7441849999066226
Chau Doc,29,24,18,NNE,2.0,75,64,1010,2017-10-31,304,22.761881073145695,3.1031231192967983
Chau Doc,32,23,13,NE,0.0,56,8,1011,2018-10-31,304,31.23647983959982,4.257255696834813
Chau Doc,28,25,8,SSW,1.1,79,21,1007,2019-10-31,304,10.688320524923382,2.403668832453542
Chau Doc,32,26,5,SSW,6.9,77,55,1010,2020-10-31,305,8.824145031657942,3.5812245689281355
Chau Doc,30,25,9,WSW,13.1,91,35,1010,2009-10-23,296,6.501535662571845,3.2439817050192112
Chau Doc,34,25,4,SW,5.3,79,31,1007,2010-10-23,296,7.9335097100969785,4.54441084452877
Chau Doc,33,25,6,ENE,1.2,77,20,1009,2011-10-23,296,10.423494905533342,4.239220812241697
Chau Doc,29,26,6,ENE,3.5,88,56,1009,2012-10-23,297,5.807274418242573,2.505914493344143
Chau Doc,32,25,6,SE,10.9,78,30,1010,2013-10-23,296,9.913887004056223,3.9230622831689406
Chau Doc,30,26,7,ESE,13.3,85,59,1011,2014-10-23,296,7.726143777203305,2.9335308904780493
Chau Doc,32,26,11,SE,16.6,77,53,1010,2015-10-23,296,15.09329870576224,3.6712729156530104
Chau Doc,33,25,8,W,10.5,79,51,1008,2016-10-23,297,11.714624395537797,4.227642597117689
Chau Doc,32,26,10,SE,27.5,81,61,1011,2017-10-23,296,12.129668371764202,3.6712729156530104
Chau Doc,33,27,5,SSW,13.4,75,44,1011,2018-10-23,296,9.409801153630585,3.7497189181242288
Chau Doc,32,27,8,SSW,4.1,73,51,1009,2019-10-23,296,13.501475700708163,3.387203855351186
Chau Doc,31,25,7,SSE,3.7,77,49,1009,2020-10-23,297,11.110733202666403,3.5830141374981066
Chau Doc,31,24,5,SSW,1.2,81,30,1010,2009-11-01,305,7.968214560901754,3.7441849999066226
Chau Doc,28,21,13,NNE,2.3,91,57,1007,2010-11-01,305,8.21562529027371,3.496225728389627
Chau Doc,32,24,14,ESE,0.0,75,17,1008,2011-11-01,305,19.629795009683686,4.046882067332546
Chau Doc,32,25,6,NE,11.0,81,50,1010,2012-11-01,306,8.871080818880234,3.8163011169195444
Chau Doc,33,25,3,SE,4.9,76,23,1010,2013-11-01,305,7.057869964853028,4.135241937798321
Chau Doc,32,26,9,ESE,2.6,79,39,1008,2014-11-01,305,12.147126981856736,3.5812245689281355
Chau Doc,33,27,10,ENE,1.5,71,31,1012,2015-11-01,305,17.00098839183141,3.6577464614266
Chau Doc,32,25,6,NE,8.9,78,32,1010,2016-11-01,306,9.827136515260174,3.8163011169195444
Chau Doc,26,23,16,N,12.9,90,94,1010,2017-11-01,305,9.23538971257775,2.2888170067139404
Chau Doc,33,24,12,ENE,0.0,59,33,1010,2018-11-01,305,27.40550959557751,4.339226526402952
Chau Doc,31,23,9,E,7.0,81,47,1009,2019-11-01,305,11.71663335441404,3.95852219686677
Chau Doc,32,26,8,SW,8.9,76,62,1010,2020-11-01,306,12.459604132950016,3.571363877813741
Chau Doc,30,24,10,NNW,2.4,84,27,1010,2009-11-02,306,10.594586278452496,3.4187414898729833
Chau Doc,30,23,10,NNE,2.3,90,73,1007,2010-11-02,306,7.684697976940567,3.6514500967502337
Chau Doc,32,24,12,NNE,1.1,75,23,1007,2011-11-02,306,17.633864885698024,4.035739215697779
Chau Doc,32,26,10,NE,8.0,79,59,1009,2012-11-02,307,13.03765392720958,3.5615610290649133
Chau Doc,33,25,8,NNE,1.8,71,9,1010,2013-11-02,306,14.951184169228117,4.123855792459739
Chau Doc,33,26,6,ESE,17.3,82,48,1009,2014-11-02,306,8.546066029069467,3.8987266270042
Chau Doc,33,26,10,ENE,2.4,70,26,1012,2015-11-02,306,17.76579101402978,3.8987266270042
Chau Doc,31,26,9,E,9.0,80,32,1010,2016-11-02,307,11.490987504576022,3.216509996793899
Chau Doc,30,24,10,NE,26.7,84,51,1008,2017-11-02,306,10.585548788785418,3.4187414898729833
Chau Doc,33,25,7,ESE,0.1,62,26,1011,2018-11-02,306,16.90969894570563,4.123855792459739
Chau Doc,32,25,5,SSE,0.4,75,40,1009,2019-11-02,306,9.560953320139422,3.8163011169195444
Chau Doc,31,26,7,E,6.2,77,66,1010,2020-11-02,307,10.800790614114224,3.216509996793899
Chau Doc,30,23,16,NNE,0.4,85,41,1011,2009-11-04,308,13.772490769741376,3.631471946351025
Chau Doc,29,22,12,NE,0.0,86,47,1009,2010-11-04,308,10.923110725229352,3.5494974103160133
Chau Doc,32,24,13,S,0.0,72,14,1008,2011-11-04,308,20.544757133429233,4.013658507243088
Chau Doc,32,25,4,E,11.6,81,36,1009,2012-11-04,309,6.984164430167423,3.7850947096288947
Chau Doc,32,24,12,SE,0.0,70,15,1010,2013-11-04,308,20.631500582132574,4.013658507243088
Chau Doc,32,25,6,W,2.3,78,55,1011,2014-11-04,308,9.81438234560822,3.7954210184210484
Chau Doc,33,25,13,NNE,19.0,74,42,1010,2015-11-04,308,19.200032706440773,4.101292972466736
Chau Doc,28,24,14,ESE,0.2,85,60,1009,2016-11-04,309,12.0826702103418,2.7067668307564827
Chau Doc,28,23,16,NNW,0.8,74,54,1006,2017-11-04,308,21.825108989343967,2.99987283847643
Chau Doc,33,26,6,SSE,15.9,73,34,1011,2018-11-04,308,11.364237226516956,3.8773955544560605
Chau Doc,32,25,4,SE,4.8,74,34,1010,2019-11-04,308,8.508913131613088,3.7954210184210484
Chau Doc,32,26,6,W,0.0,66,28,1011,2020-11-04,309,13.379720442906033,3.5421603552562417
Chau Doc,30,23,15,ESE,1.5,83,35,1010,2009-11-05,309,14.672195307278633,3.6215916984138237
Chau Doc,29,21,11,E,0.0,84,41,1010,2010-11-05,309,11.702365692860534,3.7405503265699362
Chau Doc,33,24,9,W,42.9,76,42,1008,2011-11-05,309,14.152055608364751,4.291893981644697
Chau Doc,31,26,4,SSE,20.6,85,62,1010,2012-11-05,310,5.706909981128355,3.1903350933106775
Chau Doc,33,24,13,E,0.0,72,22,1010,2013-11-05,309,20.74690236802514,4.291893981644697
Chau Doc,33,26,7,E,1.2,76,26,1011,2014-11-05,309,11.537939824098729,3.8668462152364302
Chau Doc,32,26,9,ENE,20.8,77,56,1009,2015-11-05,309,13.036535798661156,3.5421603552562417
Chau Doc,29,24,12,WNW,4.8,88,79,1008,2016-11-05,310,9.285509891138172,3.052523642195746
Chau Doc,30,24,9,ESE,3.3,80,64,1008,2017-11-05,309,11.751811389129715,3.3907859810999925
Chau Doc,34,27,8,E,2.7,70,23,1010,2018-11-05,309,15.011008165210598,3.9485977208439658
Chau Doc,33,26,6,SSW,7.7,73,32,1009,2019-11-05,309,11.34495952997062,3.8668462152364302
Chau Doc,33,26,7,SE,1.1,68,41,1011,2020-11-05,310,14.430054859086688,3.8563857433517725
Chau Doc,30,23,13,NNE,8.0,89,51,1009,2009-11-06,310,9.485520820946032,3.6117946814055713
Chau Doc,30,22,10,S,0.0,82,39,1009,2010-11-06,310,12.02417984006797,3.8175911210229554
Chau Doc,30,25,8,WSW,57.3,86,70,1008,2011-11-06,310,8.113460161745836,3.1214293677532114
Chau Doc,32,25,4,SSE,2.4,81,33,1010,2012-11-06,311,6.969402026011483,3.764711378878019
Chau Doc,33,25,12,SE,13.6,75,31,1009,2013-11-06,310,17.54098400898488,4.079069964928637
Chau Doc,32,25,7,NE,2.4,78,32,1011,2014-11-06,310,10.834254237801296,3.7748553893697054
Chau Doc,31,26,10,SE,31.2,82,61,1009,2015-11-06,310,11.315241167781105,3.1903350933106775
Chau Doc,27,24,9,NW,29.1,92,90,1009,2016-11-06,311,5.499553325298159,2.3048899771179423
Chau Doc,33,25,7,ENE,1.5,76,58,1008,2017-11-06,310,11.737241601951787,4.079069964928637
Chau Doc,34,27,6,E,1.8,67,32,1009,2018-11-06,310,13.153947279585566,3.9379160973338396
Chau Doc,31,26,6,SSW,37.7,77,41,1008,2019-11-06,310,9.690607597184172,3.1903350933106775
Chau Doc,31,26,6,WNW,12.3,75,58,1010,2020-11-06,311,10.328477770924142,3.181761839683618
Chau Doc,28,24,7,ENE,25.8,93,80,1009,2009-11-07,311,4.644302003690152,2.692190465352348
Chau Doc,31,23,10,SE,6.2,82,49,1009,2010-11-07,311,11.974590000302326,3.8942576628529353
Chau Doc,31,25,6,WNW,2.2,82,47,1007,2011-11-07,311,8.307920014902468,3.447805664576091
Chau Doc,32,26,4,SSE,6.1,81,47,1009,2012-11-07,312,6.7651779753026915,3.5136892478022235
Chau Doc,27,25,10,NE,14.3,90,69,1009,2013-11-07,311,6.611485295322701,1.9036661342964125
Chau Doc,32,26,10,ESE,11.1,80,42,1010,2014-11-07,311,12.512595099971579,3.5230852642393233
Chau Doc,32,26,9,SE,13.2,77,34,1011,2015-11-07,311,13.034540960771645,3.5230852642393233
Chau Doc,30,25,7,SSE,8.4,87,67,1010,2016-11-07,312,7.104441680193885,3.1047388464079084
Chau Doc,31,26,5,ESE,59.5,83,58,1009,2017-11-07,311,6.96861035852353,3.181761839683618
Chau Doc,30,26,11,ENE,2.8,79,55,1010,2018-11-07,311,13.514372118402267,2.815121536829624
Chau Doc,31,26,6,E,14.4,79,35,1009,2019-11-07,311,9.05263919949485,3.181761839683618
Chau Doc,29,26,7,E,5.1,83,83,1011,2020-11-07,312,8.144465032189489,2.4049203692922116
Chau Doc,32,25,6,E,4.1,89,34,1009,2009-11-08,312,6.267860597776643,3.7546709491569654
Chau Doc,30,24,13,ENE,16.3,91,79,1010,2010-11-08,312,8.003126703450652,3.3635315876397356
Chau Doc,31,25,7,W,2.5,83,55,1007,2011-11-08,312,8.772673223599815,3.43861041772098
Chau Doc,33,25,5,SE,1.2,78,43,1008,2012-11-08,313,8.882032269656708,4.046530083355998
Chau Doc,32,24,8,E,19.5,82,37,1009,2013-11-08,312,10.360277583998194,3.9705653006189188
Chau Doc,32,25,11,E,2.7,81,26,1011,2014-11-08,312,13.029185108036195,3.7546709491569654
Chau Doc,32,26,8,E,8.3,77,29,1011,2015-11-08,312,12.00858342531533,3.5136892478022235
Chau Doc,31,25,9,SE,0.9,84,46,1011,2016-11-08,313,9.836239619486268,3.4295175534376696
Chau Doc,32,26,6,NE,24.6,80,50,1009,2017-11-08,312,8.926385435395247,3.5136892478022235
Chau Doc,32,25,12,E,6.8,77,48,1009,2018-11-08,312,16.156464885873895,3.7546709491569654
Chau Doc,30,25,7,NE,2.5,78,33,1011,2019-11-08,312,10.453255333606684,3.1047388464079084
Chau Doc,30,25,13,ESE,4.1,78,55,1011,2020-11-08,313,16.092548790609037,3.096528852969856
Chau Doc,28,23,9,ENE,15.3,92,70,1010,2009-11-03,307,5.939239664024578,3.008096822055634
Chau Doc,30,23,14,NNE,2.2,88,60,1009,2010-11-03,307,10.606310672421502,3.6414274235539517
Chau Doc,32,24,13,ENE,0.3,72,22,1007,2011-11-03,307,20.54244549953894,4.024661727523872
Chau Doc,32,25,5,ESE,11.9,82,50,1009,2012-11-03,308,7.667434734517604,3.7954210184210484
Chau Doc,33,25,8,NE,0.3,68,14,1010,2013-11-03,307,16.18174401823901,4.112536437731817
Chau Doc,32,25,6,SE,13.9,82,46,1011,2014-11-03,307,8.547085213391478,3.8058259528340397
Chau Doc,33,26,12,NE,10.3,72,41,1011,2015-11-03,307,19.078580224906712,3.888025217474084
Chau Doc,31,25,17,ENE,1.1,81,33,1010,2016-11-03,308,17.197633765522408,3.4759302293880423
Chau Doc,31,24,14,NNE,2.0,72,18,1007,2017-11-03,307,21.458379537161026,3.723626688193996
Chau Doc,34,25,9,ENE,2.3,64,43,1011,2018-11-03,307,19.648673331164936,4.4086062071075345
Chau Doc,31,26,5,S,3.2,77,53,1010,2019-11-03,307,8.608602236765215,3.216509996793899
Chau Doc,32,25,8,SSE,0.0,67,11,1011,2020-11-03,308,16.423155373887838,3.7954210184210484
Chau Doc,33,25,4,S,1.7,83,19,1007,2009-11-09,313,6.711508847144408,4.046530083355998
Chau Doc,30,23,12,NNE,2.8,89,60,1011,2010-11-09,313,9.047105693945264,3.5829823854145464
Chau Doc,31,25,6,WNW,7.7,83,48,1008,2011-11-09,313,7.976195822861072,3.4295175534376696
Chau Doc,34,25,5,SE,2.8,78,30,1009,2012-11-09,314,9.06625711034862,4.326485687722796
Chau Doc,32,25,9,SSW,3.4,77,10,1007,2013-11-09,313,13.231972246056051,3.7447423125212977
Chau Doc,32,25,9,ESE,1.0,78,26,1011,2014-11-09,313,12.795935687073746,3.7447423125212977
Chau Doc,32,26,10,E,0.1,74,30,1010,2015-11-09,313,15.50906614162794,3.5043978493642554
Chau Doc,31,25,8,ESE,3.2,85,52,1012,2016-11-09,314,8.712592658491193,3.4205345313487294
Chau Doc,32,26,9,SSE,12.8,78,30,1008,2017-11-09,313,12.544153852158864,3.5043978493642554
Chau Doc,33,25,14,ESE,0.7,73,33,1009,2018-11-09,313,20.83812087375843,4.046530083355998
Chau Doc,29,24,10,ESE,1.4,73,20,1011,2019-11-09,313,16.050124825392974,3.0281728076504333
Chau Doc,30,24,17,E,0.0,74,25,1009,2020-11-09,314,22.781330462102805,3.345850371275613
Chau Doc,31,25,6,SE,5.4,88,31,1006,2009-11-10,314,6.363682523348092,3.4205345313487294
Chau Doc,28,23,9,S,1.2,91,51,1011,2010-11-10,314,6.374583397515089,2.952064039406883
Chau Doc,32,25,10,SSE,0.3,77,17,1009,2011-11-10,314,14.232304973670601,3.734933614246216
Chau Doc,34,26,5,ESE,2.9,77,14,1009,2012-11-10,315,9.126953264448755,4.11148436795985
Chau Doc,32,26,8,WSW,0.9,78,33,1007,2013-11-10,314,11.560177142868943,3.4952186914218455
Chau Doc,33,25,7,E,0.0,76,26,1010,2014-11-10,314,11.7135806413102,4.035930904738029
Chau Doc,33,26,8,E,1.0,73,27,1009,2015-11-10,314,13.806955630244662,3.8156017268649247
Chau Doc,33,25,6,ENE,0.0,78,24,1012,2016-11-10,315,9.946191258536546,4.025470050638513
Chau Doc,32,26,7,SSW,4.9,78,37,1009,2017-11-10,314,10.571556265440648,3.4952186914218455
Chau Doc,33,26,8,E,0.0,70,22,1010,2018-11-10,314,15.042243699575168,3.8156017268649247
Chau Doc,31,23,11,WNW,0.0,73,17,1009,2019-11-10,314,17.76115108891507,3.86345522504837
Chau Doc,26,23,20,NNW,0.0,77,35,1009,2020-11-10,315,22.381274003325263,2.2280593132174813
Chau Doc,31,25,5,SE,10.9,88,32,1007,2009-11-11,315,5.793254692992685,3.4116687421369307
Chau Doc,30,23,8,S,2.3,89,57,1010,2010-11-11,315,7.203418734029355,3.564334871443658
Chau Doc,30,24,7,ENE,8.8,84,46,1011,2011-11-11,315,8.411236733110982,3.337178158247478
Chau Doc,32,26,10,ESE,10.8,81,49,1009,2012-11-11,316,11.969922947697697,3.477227227190583
Chau Doc,33,25,6,SSW,8.9,78,33,1007,2013-11-11,315,9.925082634108055,4.025470050638513
Chau Doc,33,25,7,ESE,2.6,75,25,1010,2014-11-11,315,12.071139457487316,4.025470050638513
Chau Doc,32,27,7,ENE,1.2,74,35,1010,2015-11-11,315,11.783957219172223,3.2164136474677485
Chau Doc,31,25,7,ENE,1.1,78,37,1012,2016-11-11,316,10.61167950522408,3.4029275001138615
Chau Doc,31,26,6,E,22.5,82,61,1009,2017-11-11,315,8.072018695780859,3.1484133589377747
Chau Doc,34,27,7,ESE,0.0,67,31,1010,2018-11-11,315,14.667785174656188,3.8861709772173514
Chau Doc,28,23,9,E,4.0,82,36,1009,2019-11-11,315,10.65877018991788,2.9444124933478544
Chau Doc,27,23,14,SSW,0.1,79,57,1010,2020-11-11,316,16.273130657779515,2.5964822496218822
Chau Doc,31,25,5,SE,4.6,88,25,1010,2009-11-12,316,5.790842881218802,3.4029275001138615
Chau Doc,31,23,9,SE,0.0,82,43,1008,2010-11-12,316,11.149960919688922,3.8435682815901147
Chau Doc,31,24,6,ENE,1.3,79,30,1012,2011-11-12,316,9.45862004346814,3.635455351857645
Chau Doc,32,25,7,ESE,2.5,81,36,1010,2012-11-12,317,9.671656908339964,3.7063074246338146
Chau Doc,33,26,7,SE,9.4,80,25,1008,2013-11-12,316,10.016868075501998,3.7959611069065473
Chau Doc,32,25,6,E,0.4,74,25,1010,2014-11-12,316,11.019456706613557,3.7157082293820958
Chau Doc,33,26,13,ESE,0.2,70,33,1011,2015-11-12,316,21.3857916478892,3.7959611069065473
Chau Doc,32,25,7,ESE,1.7,79,37,1012,2016-11-12,317,10.41617539366802,3.7063074246338146
Chau Doc,31,26,7,SE,21.0,81,36,1009,2017-11-12,316,9.269675495971363,3.1403466193920413
Chau Doc,33,26,6,SE,2.3,72,49,1009,2018-11-12,316,11.601306696536263,3.7959611069065473
Chau Doc,30,22,6,ESE,0.2,79,50,1010,2019-11-12,316,9.680411145694688,3.7577743467331923
Chau Doc,31,22,8,ESE,0.6,80,67,1011,2020-11-12,317,11.409824697946892,4.021021632342922
Chau Doc,32,25,4,E,5.5,86,26,1010,2009-11-13,317,5.83778185465334,3.7063074246338146
Chau Doc,32,23,7,SE,3.0,81,38,1008,2010-11-13,317,10.060502929780986,4.111789615014319
Chau Doc,31,24,9,NE,0.0,74,12,1011,2011-11-13,317,14.688631554564068,3.626257588248635
Chau Doc,32,24,11,ENE,1.8,78,18,1010,2012-11-13,318,14.867152285669652,3.909639918738542
Chau Doc,33,25,5,SE,2.9,81,36,1008,2013-11-13,317,8.048958106783406,4.004997738241869
Chau Doc,32,26,7,ESE,1.5,77,18,1011,2014-11-13,317,10.92462709753276,3.4684297834166773
Chau Doc,33,26,14,ESE,2.5,74,29,1011,2015-11-13,317,19.88116660644264,3.786357261018994
Chau Doc,32,25,7,ENE,4.1,79,31,1011,2016-11-13,318,10.40415135009545,3.697058306096571
Chau Doc,32,25,9,SE,30.5,83,49,1008,2017-11-13,317,10.444159881887131,3.7063074246338146
Chau Doc,33,26,4,SE,12.0,74,45,1008,2018-11-13,317,8.41317422599296,3.786357261018994
Chau Doc,32,25,7,ESE,1.0,76,43,1011,2019-11-13,317,11.514892280340863,3.7063074246338146
Chau Doc,29,24,14,SSW,0.3,79,27,1010,2020-11-13,318,16.31546805738188,2.989613302198651
Chau Doc,33,25,4,S,1.3,81,19,1009,2009-11-14,318,7.101916019547769,3.995003235741567
Chau Doc,31,25,8,E,39.2,86,39,1010,2010-11-14,318,8.26108718101514,3.3858474892773054
Chau Doc,31,23,9,NNE,13.5,79,24,1011,2011-11-14,318,12.566199330582853,3.824276601735517
Chau Doc,32,24,15,ESE,0.3,77,40,1008,2012-11-14,319,19.037411415333402,3.90002751339394
Chau Doc,32,25,9,SW,0.1,76,29,1008,2013-11-14,318,13.661780179589536,3.697058306096571
Chau Doc,32,24,7,ENE,1.2,77,18,1011,2014-11-14,318,11.35518327326151,3.909639918738542
Chau Doc,33,26,11,ESE,14.6,75,34,1010,2015-11-14,318,16.20501377621333,3.7769083775025445
Chau Doc,32,25,6,ESE,1.3,77,45,1011,2016-11-14,319,10.045914483816562,3.687968562856919
Chau Doc,32,26,8,SE,15.0,82,38,1009,2017-11-14,318,9.898168919052278,3.4597742903532285
Chau Doc,32,26,7,SE,6.9,76,39,1009,2018-11-14,318,11.27142598904842,3.4597742903532285
Chau Doc,31,26,11,E,3.1,77,58,1011,2019-11-14,318,14.761185152108268,3.1245845573769193
Chau Doc,30,24,14,WSW,0.0,75,6,1009,2020-11-14,319,19.190348123679023,3.3037778605277692
Chau Doc,32,25,6,SSW,1.1,84,20,1009,2009-11-15,319,7.807468558088511,3.687968562856919
Chau Doc,30,24,8,ENE,36.6,89,57,1011,2010-11-15,319,6.9996440533293995,3.3037778605277692
Chau Doc,30,23,13,NNE,4.6,79,15,1010,2011-11-15,319,15.903021871979671,3.5286610655412853
Chau Doc,26,24,12,SE,1.1,88,71,1009,2012-11-15,320,8.653145318340407,1.817874704648217
Chau Doc,25,23,15,E,9.3,89,80,1009,2013-11-15,319,9.360724587011518,1.779706878382824
Chau Doc,32,25,6,SE,2.9,76,17,1010,2014-11-15,319,10.359987789117412,3.687968562856919
Chau Doc,33,26,10,ESE,8.6,74,20,1010,2015-11-15,319,15.646987888710694,3.767622311514736
Chau Doc,32,26,7,SSE,1.2,76,24,1010,2016-11-15,320,11.263408704082146,3.4429178315762847
Chau Doc,32,26,9,SE,17.9,80,44,1010,2017-11-15,319,11.600451956782505,3.451267943587044
Chau Doc,34,26,9,ESE,0.1,70,35,1010,2018-11-15,319,16.522540922745808,4.070334391708086
Chau Doc,31,24,7,SE,0.5,71,36,1011,2019-11-15,319,13.41272852079216,3.6083148141991024
Chau Doc,31,24,10,SE,0.0,72,16,1010,2020-11-15,320,16.822558238348197,3.5995847377862784
Chau Doc,31,25,6,ENE,2.1,85,23,1011,2009-11-17,321,7.288197123063309,3.361339242219076
Chau Doc,31,24,8,NNE,6.2,88,37,1009,2010-11-17,321,7.589001197510909,3.591025297225868
Chau Doc,32,24,9,SE,1.9,77,22,1008,2011-11-17,321,13.409935663366536,3.8813402326656723
Chau Doc,31,24,10,SE,14.9,86,58,1010,2012-11-17,322,9.637034736336298,3.5826436579774
Chau Doc,31,25,6,ESE,8.4,82,35,1010,2013-11-17,321,8.24742352507645,3.361339242219076
Chau Doc,32,24,14,NNE,0.3,74,19,1010,2014-11-17,321,20.208565237852074,3.8813402326656723
Chau Doc,33,26,9,E,0.0,71,27,1010,2015-11-17,321,15.874602798792175,3.7495694604587984
Chau Doc,32,25,11,ESE,5.2,76,34,1009,2016-11-17,322,15.694103112441871,3.661730714444892
Chau Doc,33,25,4,S,0.6,78,35,1009,2017-11-17,321,7.721580050340526,3.9660856525928705
Chau Doc,33,26,6,ESE,4.9,75,34,1011,2018-11-17,321,10.632843008423778,3.7495694604587984
Chau Doc,32,25,6,S,1.5,73,57,1011,2019-11-17,321,11.30633094223581,3.6702973788423328
Chau Doc,32,25,7,SSE,0.3,76,41,1009,2020-11-17,322,11.46838293779412,3.661730714444892
Chau Doc,28,22,17,ENE,0.7,80,41,1013,2009-11-19,323,18.16799400586792,3.1266625812828934
Chau Doc,30,24,11,NE,11.5,89,60,1009,2010-11-19,323,8.356741685745533,3.2727683093802256
Chau Doc,31,25,7,E,7.1,81,44,1010,2011-11-19,323,9.447898762630217,3.3458211734288916
Chau Doc,33,24,8,E,0.8,80,42,1010,2012-11-19,324,11.28932301034994,4.133235602402479
Chau Doc,31,23,14,NNE,5.0,77,27,1010,2013-11-19,323,18.237902389242148,3.7790673288319
Chau Doc,30,22,17,NNE,0.0,70,24,1011,2014-11-19,323,26.57641997064414,3.694713147384759
Chau Doc,33,26,10,E,0.7,70,23,1010,2015-11-19,323,17.619961838943077,3.732259075333088
Chau Doc,32,25,8,ESE,1.2,79,34,1008,2016-11-19,324,11.307690155148677,3.645171171331734
Chau Doc,28,25,6,W,6.5,87,74,1008,2017-11-19,323,6.011809852598459,2.288368577038235
Chau Doc,31,25,10,ENE,31.4,79,62,1011,2018-11-19,323,12.99549108439864,3.3458211734288916
Chau Doc,30,25,8,ENE,9.0,77,52,1010,2019-11-19,323,11.81093282919981,3.020958965500837
Chau Doc,32,26,6,SE,1.2,76,60,1008,2020-11-19,324,10.10135762858803,3.411217367525302
Chau Doc,29,22,19,NNE,0.2,79,33,1013,2009-11-20,324,20.57401037582413,3.4089829744851854
Chau Doc,30,22,9,NE,10.1,85,57,1008,2010-11-20,324,9.6965052430226,3.6864387275530612
Chau Doc,31,24,8,NE,5.0,77,20,1011,2011-11-20,324,12.206707510822262,3.5664417723828845
Chau Doc,33,25,6,SE,11.4,79,43,1010,2012-11-20,325,9.543603028770669,3.9303125705563375
Chau Doc,31,22,11,NE,13.1,80,37,1009,2013-11-20,324,13.986798573942748,3.9546941076982685
Chau Doc,31,23,15,NNE,0.1,74,40,1010,2014-11-20,324,21.287110133492217,3.7706039953054145
Chau Doc,34,26,8,E,0.2,67,18,1010,2015-11-20,324,16.368679577779016,4.023099798562473
Chau Doc,33,25,4,SSE,19.1,79,45,1008,2016-11-20,325,7.474548616232919,3.9303125705563375
Chau Doc,30,25,9,SSE,13.2,86,71,1009,2017-11-20,324,8.644386065840695,3.014193438170906
Chau Doc,32,25,15,ESE,0.3,77,32,1012,2018-11-20,324,18.782793400445925,3.645171171331734
Chau Doc,30,25,10,ESE,0.3,71,17,1011,2019-11-20,324,16.89764270041807,3.014193438170906
Chau Doc,32,26,8,SE,12.1,74,52,1008,2020-11-20,325,13.137028593889061,3.4037505309151066
Chau Doc,28,23,21,NNE,0.0,76,38,1013,2009-11-21,325,24.34995957652415,2.8748099699990552
Chau Doc,31,23,4,SSW,8.2,84,39,1007,2010-11-21,325,6.357919928853841,3.762350494891537
Chau Doc,31,23,15,NNE,0.6,77,23,1010,2011-11-21,325,19.101473659199325,3.762350494891537
Chau Doc,33,25,9,ESE,5.8,80,29,1010,2012-11-21,326,11.95741272945414,3.921917092340744
Chau Doc,30,23,11,ENE,0.4,80,62,1009,2013-11-21,325,13.590932996748133,3.4800780963915603
Chau Doc,32,24,12,NE,1.0,75,40,1010,2014-11-21,325,17.51830901437244,3.846331532723937
Chau Doc,33,27,7,E,3.7,70,34,1009,2015-11-21,325,13.33810338238813,3.4764802431141475
Chau Doc,32,26,7,SSE,36.2,83,49,1008,2016-11-21,326,8.667902054953647,3.396479833503484
Chau Doc,32,25,9,E,0.6,80,37,1009,2017-11-21,325,11.778145851546025,3.6371922316688314
Chau Doc,33,25,6,E,0.1,73,29,1011,2018-11-21,325,11.450646389596647,3.9303125705563375
Chau Doc,31,23,10,ESE,0.0,71,15,1011,2019-11-21,325,17.578609891057503,3.762350494891537
Chau Doc,32,26,8,ESE,16.0,78,47,1008,2020-11-21,326,11.487951216250122,3.396479833503484
Chau Doc,27,20,19,NNE,0.0,74,33,1013,2009-11-22,326,25.298748884529008,3.237476567475439
Chau Doc,31,24,4,E,4.8,86,57,1007,2010-11-22,326,5.7461909871075845,3.551033620015433
Chau Doc,32,23,15,NNE,0.0,75,28,1009,2011-11-22,326,20.718671483935463,4.026493652481545
Chau Doc,33,25,7,ESE,8.2,80,28,1009,2012-11-22,327,10.147463193552255,3.913755201778557
Chau Doc,31,24,10,ENE,0.7,80,38,1009,2013-11-22,326,12.68169409551395,3.551033620015433
Chau Doc,32,24,7,ENE,1.8,79,36,1010,2014-11-22,326,10.550210881396268,3.8381154450685058
Chau Doc,33,26,10,E,8.2,73,43,1009,2015-11-22,326,16.09300487632473,3.70781214628543
